FEI Number,Recalling Firm Name,Product Type,Product Classification,Status,Distribution Pattern,Nationwide,Recalling Firm City,Recalling Firm State,Recalling Firm Country,Center Classification Date,Reason for Recall,Reason Category,Product Description,Event ID,Event Classification,Product ID
3010890430,ChloroFields,Food/Cosmetics,Class I,Terminated,Product distribute to the following US States: Kansas and Colorado.,No,Lawrence,Kansas,United States,2017-04-18,Salad greens potentially contaminated with Salmonella,Salmonella,"ChloroFields Micro-greens Asian Mix, Net Wt. 1.5 OZ, packed in clear plastic clamshells",76813,Class I,154283
2000047365,"FENG MAO BIOTECHNOLOGY ORGANIC FOOD CO., LTD.",Food/Cosmetics,Class I,Terminated,"Product was distributed to 3 US distributors, 2 in California and 1 in New York.",No,New Taipei City,-,Taiwan,2017-04-18,Products may contain undeclared peanuts due to cross contamination.,Undeclared,"Private House brand Almond Drinking Powder in 600 g cans, 12 cans per case",76830,Class I,154361
3010715573,Whiskey Hill Smokehouse,Food/Cosmetics,Class II,Terminated,"CA, FL, IL, MA, NC, NY, OR, OR, PA, TX, and WA.",No,Hubbard,Oregon,United States,2017-04-18,Venison jerky is recalled due to undeclared soy lecithin.,Undeclared,"Venison Jerky, brand Trophy Series, heat treated shelf stable packaged in hermetically sealed packages.  Net wt. 3 oz.  UPC 16831 00519.",76936,Class II,154636
1922399,"The French's Food Company, LLC SUBS Reckitt Benckiser",Food/Cosmetics,Class II,Terminated,"Product was distributed to CA, KS, MN, MS, MT, OK, OR, TX, and WA.  Product was shipped to a military distributor on the west coast.",No,Springfield,Missouri,United States,2017-04-18,Product may contain foreign objects: rocks and metal fragments.,Others,"French's Crispy Jalapenos Net Wt. 5 oz. (141.7g), UPC 0 41500 95309 0, French's Food Company.",76864,Class II,154423
3009871698,Nutiva,Food/Cosmetics,Class I,Terminated,"Alabama, California, Colorado, Connecticut, Florida, Georgia, Indiana, Iowa, Kansas, Kentucky, Nevada, New Hampshire, New Jersey, New York, North Carolina, Oregon, Pennsylvania, Texas, Virginia, Washington, and Wisconsin.
and to Hong Kong.",No,Richmond,California,United States,2017-04-17,Testing of retain sample related to a customer complaint found peanut allergen at 4.7 ppm; confirmation testing found peanut allergen at 4.8 ppm.,Others,"Nutiva Nuture Vitality Organic Plant  Protein Superfood 30 Shake - Vanilla;

Product # PBP201 - 10-1.2 oz. packets;  
Packet UPC/Caddy UPC: 6-92752-10716-0; 6-92752-10717-7; 
Master Case UPC: 
6-92752-10718-4. 

Product # PBP205 - 21.6 oz.  HDPE jar;
Unit UPC: 6-92752-10711-5;
Master Case UPC: 6-92752-10712-2

USDA Organic Certified,  by Ecocert ICO;
Product of the USA
Vegan, Gluten Free, Non GMO.

Manufactured for Nutiva, Richmond, CA 94804",76773,Class I,154147
3002420102,United Dairymen of Arizona,Food/Cosmetics,Class I,Terminated,"CA, AZ, Mexico",No,Tempe,Arizona,United States,2017-04-17,United Dairymen of Arizona (UDA) is recalling dry milk products because they may be contaminated with Salmonella.,Salmonella,"Buttermilk Powder, 25kg (BX25) Grade A",76798,Class I,154215
3010042884,Dutch Valley Food Distributors,Food/Cosmetics,Class I,Terminated,"Producct was shipped to the following states: AR, FL, GA, IA, IN, KS, KY, MD, MN, MO, NC, NE, NY, OH, PA, SC, TN, VA, VT, WI & WV.",No,Millersburg,Ohio,United States,2017-04-16,The firm was notified by their supplier that various cheese products they received were contaminated by Listeria monocytogenes.,Listeria,"GUGGISBERG NATURAL CHEESE COLBY INGREDIENTS: Pasteurized Milk, Cultures, Salt, Enzymes, Annatto Color 1 lb, 2 lb, 6 lb & 15 lb 11275 W 250 N MIDDLEBURY, IN 46540",76505,Class I,153394
1081028,"Greater Miami Caterers, Inc.",Food/Cosmetics,Class I,Ongoing,Product is distributed throughout Florida to child care programs and after school programs for children.,No,Miami,Florida,United States,2017-04-14,Possible contamination with E. coli O157,E-Coli,"Pan Pita with soynut butter spread on top, 4"" pita. Manufactured by Greater Miami Caterers 4001 NW 31 Ave.,",76786,Class I,154183
3011010743,Dolcetta Artisan Sweets,Food/Cosmetics,Class I,Terminated,distributed in OR and WA,No,Seattle,Washington,United States,2017-04-13,undeclared soy lecithin and milk.,Undeclared,"Black and Tan Bar contains dark chocolate and white chocolate with cocoa nibs, 1.2 oz (33g), Product wrapped in metal foil and then wrapped in a paper box.
",76655,Class I,153891
3010531224,Classik Foods Inc.,Food/Cosmetics,Class II,Terminated,FL & GA,No,Stone Mountain,Georgia,United States,2017-04-13,Misbranding,Others,"Maggi 2 Minute Noodles, Net Wt. 19.75 oz., 2.46 oz. and 9.87 oz.",76559,Class II,153519
3009177523,"Myers Cider Mill, LLC",Food/Cosmetics,Class II,Terminated,Product was only sold in OH,No,Monroeville,Ohio,United States,2017-04-12,"Myers Cider Mill LLC, of Monroeville, Ohio has issued a
voluntary recall of apple cider due to a process deviation.",Others,100% APPLE CIDER 1 Gallon (3.78L) UV TESTED KEEP REFRIGERATED UPC 0 85591 00128 1,75515,Class II,150638
3004153082,Pro Sports Club,Food/Cosmetics,Class I,Terminated,Distributed in WA and sold to internet customers through www.2020lifestyles.com.,No,Bellevue,Washington,United States,2017-04-11,Product is recalled due to a potential contamination with E. coli O157:H7.,E-Coli,"20/20 LifeStyles Yogurt Peanut Crunch Bar.

Bar   UPC 7 8571 00052.  Each bar has net weight 2 oz.
Box  UPC 7 8571 00053.  Each box has 12/2 oz. bars.
Case UPC 78571 00054.  Each case has 12 boxes and it is for shipment only  and not for resale.",76799,Class I,154220
3017534884,BakEz,Food/Cosmetics,Class I,Ongoing,CA and IL,No,Norcross,Georgia,United States,2017-04-10,Undeclared Allergen: Milk,Undeclared,"7-Eleven, Mantecada MUFFIN, Net Wt. 4 oz. , UPC 05254859241-7, in clear flexible plastic, Distributed by 7-Eleven, Inc., Irving, TX 750634.",76703,Class I,153937
3004328431,The SoyNut Butter Company,Food/Cosmetics,Class I,Terminated,Nationwide,Yes,Glenview,Illinois,United States,2017-04-10,Potential contamination of product with E. coli O157.,E-Coli,"I.M. Healthy, Creamy SoyNut Butter; Peanut Free; The SoyNut butter Company, Glenview, IL 60025",76643,Class I,153719
3004331115,"Tomales Bay Foods, Inc.",Food/Cosmetics,Class I,Terminated,"CA, TX, PA, IN, MN, SD, NV",No,Petaluma,California,United States,2017-04-07,Firm was notified by their supplier that the product may be contaminated with Listeria monocytogenes.,Listeria,"Miranda, 5 lb. wrapped in paper;



Vulto Creamery, Walton, NY.",76724,Class I,154035
3007962474,NONNA FOODS,Food/Cosmetics,Class I,Terminated,"New York, New Jersey, Connecticut, Rhode Island, New Hampshire, Massachusetts, Maine, Vermont, Pennsylvania, Delaware, Maryland, West Virginia, Virginia, Washington DC, North Carolina, South Carolina, Kentucky, Florida, Ohio, Michigan, Indiana, Wisconsin, Illinois, Tennessee, Alabama, Mississippi, Louisiana, Arkansas, Iowa, Minnesota, North Dakota, South Dakota, Nebraska, Texas, Missouri, Kansas, Oklahoma, Colorado, New Mexico, Wyoming, and Montana.",No,Woodbury,New York,United States,2017-04-07,The product may contain undeclared milk due potential product mix-up.,Undeclared,"LIDIA'S MARINARA, NET WT 25 oz (708g), UPC 897712001018 ---  Manufactured for Nonna Foods LLC Woodbury, NY 11797",76689,Class I,153854
3011965711,Capital Street LLC,Food/Cosmetics,Class I,Terminated,NY,No,Old Bridge,New Jersey,United States,2017-04-07,NYSDAM sampling and analysis has determined that Lake Fresh Smoked Tilapia is un-evsicerated.,Others,"Lake Fresh Whole Smoked Tilapia Net Wt 8 oz
Capital Street LLC Old Bridge, NJ 08857 UPC 0680296079",76651,Class I,153751
1000552474,"Van Amerongen & Son, Inc.",Food/Cosmetics,Class I,Terminated,NY & NY through two customers,No,Hagersville,-,Canada,2017-04-07,Potential Salmonella contaminaton,Salmonella,"Klassic COCONUT DESSICATED COCONUT, 25 LBS. NET, ORGANIC MEDIUM BMO25, PRODUCT OF PHILIPPINES",76674,Class I,153790
3000316069,Lian Hwa Foods (USA) Inc.,Food/Cosmetics,Class III,Terminated,CA only,No,Union City,California,United States,2017-04-07,"During an FDA foreign inspection, it was discovered that Wheat was not properly declared on the product labeling. Wheat is an ingredient in the noodles contained in the product. Wheat is listed in the Contains statement.",Undeclared,"Good Plenty Brand Supreme Abalone Noodles, 21.2 oz. box.
Each box contains Retort pouch of Noodles and Abalone.
These two pouches are packed together in the box; 10 boxes per case.
",76705,Class III,153951
3010119552,Companion Foods Corp.,Food/Cosmetics,Class III,Terminated,"CA, NJ, IL.",No,Taipei,-,Taiwan,2017-04-07,An FDA inspection at  the manufacturing facility found seven products that do not properly declare wheat as a sub-ingredient of soy sauce in the ingredient list.  Wheat is listed in the Contains statement.,Undeclared,"BRAISED BAMBOO SHOOT TIPS WITH CHILI, 10 oz. cans, 24 cans per case. 

Product of Taiwan
UPC CODE: 0 76277 10058 3

Companion Foods Corp. Taipei, Taiwan",76684,Class III,153826
1925335,McShare's Inc,Food/Cosmetics,Class III,Terminated,Product was distributed for further manufacturing to customers in MO and TX.,No,Salina,Kansas,United States,2017-04-06,Product manufactured with an ingredient that contains low levels of soy; soy is not declared on product label.,Undeclared,"iXL Advanced Performance Matrix, Nutritional Premix, Net Wt. 50 lbs., Item No. 136375.",76731,Class III,154055
3008318354,Original Amish Bakery LLC,Food/Cosmetics,Class II,Terminated,"Product was sold in the following states: IL, OH & PA.",No,Millersburg,Ohio,United States,2017-04-05,"The was notified that their label did not list ""Soy"" in the ingredient statement.",Others,"Schlabach Amish Bakery Chocolate Chip Grand-ola Bar NET WT. 2.8 OZ (80g) UPC 0 14757 13000 2 Contains: Wheat, Tree Nuts, Dairy Ingredients: Oats, chocolate chips (sugar,chocolate liquor, cocoa butter, whole milk, lecithin [an emulsifier], salt, vanilla), brown sugar, wheat, corn syrup***walnuts, soda, vanilla flavoring, cinnamon. Original Amish Bakery, LLC DBA 6007 Township road 351 Millersburg, OH 44654 P:330-674-3087",76741,Class II,154070
3010229269,Vulto Creamery,Food/Cosmetics,Class I,Terminated,"Nationwide with most being sold at retail locations in the Northeastern and Mid-Atlantic States, California, Chicago IL, Portland Oregon and Washington, DC.",Yes,Walton,New York,United States,2017-04-04,Listeria monocytogenes contamination,Listeria,"artisanal cheese VULTO Creamery HANDMADE CHEESE, Ouleout, NET WT. 2 lbs",76649,Class I,153752
2018570,Nestle USA,Food/Cosmetics,Class II,Terminated,Product was distributed to retail distribution companies throughout the United States.,No,Glendale,California,United States,2017-04-03,"Products may contain small rigid plastic pieces, which could result in cuts or lacerations during consumption.",Others,Nestle Butterfinger Peanut Butter Crisp Chocolate Candy Bar in 3-pack SharePack (2.01 oz); and in 6-pack Snack Tray (4.02oz),76685,Class II,153832
3004252365,"Kwei Chow Sauce Industry Co., Ltd.",Food/Cosmetics,Class II,Terminated,Product was distributed to at least three distributors in the US.,No,New Taipei City,-,Taiwan,2017-03-31,Products contain undeclared wheat.,Undeclared,"Kwei Chow brand Prime Spicy Pot Paste, net weight 7.10 Oz, sauce in glass jars, shelf stable",76812,Class II,154284
3008857908,"VivaCeuticals, Inc. dba Regeneca Worldwide",Food/Cosmetics,Class II,Terminated,US,No,Irvine,California,United States,2017-03-31,The firm is recalling all herbal and dietary supplements because they were not manufactured in compliance with the current Good Manufacturing Practice regulations for Dietary Supplements.,Others,RegeneSlim,76634,Class II,153837
3003478210,"Butala Emporium, Inc.",Food/Cosmetics,Class I,Terminated,"NY (via 3 retail stores) and directly to 26 individual consumers (CT, FL, HI, NJ, PA, OH, MA, District of Columbia, VT & PR)",No,Jackson Heights,New York,United States,2017-03-30,"The dietary supplements were found to contain lead,  mercury and/or arsenic at levels exceeding permissible limits .",Others,"Baidyanath brand Sarivadi Bati, Dietary Supplement, 80  Tablets -- Product of India --- Mfd in India - Shree Baidyanath Ayurved Bhawan (P) Ltd. 1 Gupta Lane, Kolkata 700006",72087,Class I,139804
3009442201,Kusher LLC,Food/Cosmetics,Class I,Terminated,"California, Oregon, and Washington",No,Fife,Washington,United States,2017-03-29,"The Ingredients statement declared wheat, and egg but the Contains statement declared only wheat.  Product contains butter but label does not declare milk.",Undeclared,"COOKIES ""PRINCESA"", 	product is packaged in plastic clamshells container, Net Weight: 454g (16 OZ). UPC: 8 51929 00359 3
 

The label is read in parts: ""***COOKIES ""PRINCESA"" *** INGREDIENTS: WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCE IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID, EGGS, SUGAR, VANILLA*** Contains: Wheat***"". 
	",76538,Class I,153453
3007739918,Freshbev LLC,Food/Cosmetics,Class II,Terminated,"CT, FL, CO, NY, NV",No,New Haven,Connecticut,United States,2017-03-29,Elevated patulin levels.,Others,"Apple Juice 5 Gal, Keep Refrigerated, Ripe Liquid Produce",76565,Class II,153547
3001237619,"Fuji Food Products, Inc.",Food/Cosmetics,Class I,Terminated,US: CA,No,Santa Fe Springs,California,United States,2017-03-28,Fuji Food Products is recalling Hawaiian Delight due to a potential Listeria monocytogenes.,Listeria,"Hawaiian Delight, Net Wt. 4.5lb",76605,Class I,153634
2129559,"Saputo Cheese USA, Inc.",Food/Cosmetics,Class I,Terminated,"WI , IL, CA, WY, GA , MO, OK , IN , OH, PA, LA , NC, FL , TX , NY, MN.",No,Green Bay,Wisconsin,United States,2017-03-28,Certain Gouda Cheese products are being recalled after Saputo was notified by their supplier that the cheese may be contaminated with Listeria monocytogenes.,Listeria,"Great Midwest Applewood Smoked Gouda Cheese, approximately 6 lbs, keep refrigerated

",76504,Class I,153393
1000140543,Azteca Milling LP,Food/Cosmetics,Class II,Terminated,"Product was distributed in the following states: AR, CT, MI, NC, OH, PA, TX, and VA.

Product was distributed to one Canadian firm.

No products were distributed to government accounts.",No,Henderson,Kentucky,United States,2017-03-28,The firm stated that they were notified by some of their customers that their product contains metal fragments.,Others,Truco 1 50/50 Corn Masa Flour 50 lb bags & totes,76307,Class II,152740
3008473275,Seafood Avenue,Food/Cosmetics,Class I,Terminated,"CA, PA, CO, IL, WI, MA, TX, MD, MI, MN, UT",No,El Monte,California,United States,2017-03-27,Product may have the potential for pathogen growth and toxin formation due to Clostridium botulinum.,Others,"DH. ANCHOVY 2.2 Lbs.; Item No: D0161; B/C: 59033 50161;
DH. ANCHOVY 3.5 oz..; Item No: D0162; B/C: 59033 50162",72473,Class I,141167
1033566,"Oriental Packing Co., Inc.",Food/Cosmetics,Class I,Terminated,Sold to customers in Jamaica and Florida,No,Miami,Florida,United States,2017-03-27,Product contains lead.,Others,"Oriental Jamaican Hot Curry Powder, 50 lb bulk.  Manufactured by Oriental Packing Co.",75887,Class I,151586
3011610887,"Cumberland Valley Creamery, LLC",Food/Cosmetics,Class II,Terminated,"MD, PA",No,Mechanicsburg,Pennsylvania,United States,2017-03-27,Multiple laboratory analysis found multiple instances where various cheeses exceed allowed limits of generic E. coli.,E-Coli,"Luqman Cheese, Monterey Jack, Net Wt. 8 oz.., Distributed by: Cumberland Valley Creamery, Mechanicsburg, PA 

Dutchland Homestead, Monterey Jack Cheese, Net Weight 8 oz., Handcrafted & Distributed by: Cumberland Valley Creamery, Mechanicsburg, PA 17055",75202,Class II,149648
1044102,B & H Foods Inc,Food/Cosmetics,Class I,Terminated,"AL, GA, NC, SC, TN and VA.",No,Chester,South Carolina,United States,2017-03-24,Product has the potential to be contaminated with Listeria monocytogenes.,Listeria,"Ruth's Original Pimento Spread 7oz (UPC 74952-0005), 12oz (UPC 74952-12023) and 24oz (74952-24023), Packed By: B & H Foods, 181 Saluda ST, Chester, SC 29706, packed in plastic containers.",76393,Class I,153043
3003606135,Life Rising Corp                                    S,Food/Cosmetics,Class I,Terminated,"This product was shipped to IL, OK, FL, WI, MI, CA, MD, AR and CO. The firm did not ship any product to foreign consignees.",No,Chicago,Illinois,United States,2017-03-24,The dietary supplement contains lead.,Others,"The product is packaged in a white plastic bottle with green lettering. The label reads in part ""LIFE RISING DHZC-2, blood circulation regulator (lower abdomen), Chinese Herbal Supplement, 60 tablets, life rising to higher well being"", UPC: 616042102727",74929,Class I,148842
3008725722,SEAQUEST SEAFOOD CORPORATION,Food/Cosmetics,Class I,Terminated,US,No,City of Industry,California,United States,2017-03-24,Seaquest Seafood Corp is recalling dehydrated and marinated uneviscerated fish because they have the potential to be contaminated with Clostridium botulinum.,Others,"Sunrise Brand Marinated Silver/White Croaker - 30 x 14oz, Item No. C0081, UPC 5 08 54336-50081 0",72482,Class I,141200
